orderNo,contact,serviceList,partList,status,createdOn,vertical,totalAmount,subTotal,discount,approved,Final Status
7486,74,|Parts Delivery,|SKI Taiwan - Front Bumper Swift Pakistani|Unbranded China - Fog Lamp Set - Swift 2008 - 2021|Unbranded Local - Clip Bumper,CANCELLED, Jan,PARTS_LOGISTICS,10236,10236,0,F,cancelled
7487,74,|Parts Delivery,|Kabuli Used Genuine - Front Bumper lower grill Hustler 2014-2019 |Kabuli Used Genuine -  Front Bumper Spoiler Hustler 2014-2019,CANCELLED, Jan,PARTS_LOGISTICS,19800,19800,0,F,cancelled
7488,6,|Parts Delivery,|Unbranded China - Side Mirror Cover Aqua 12-20|Unbranded China - Fender Hybrid Monogram Aqua ,CANCELLED, Jan,PARTS_LOGISTICS,1870,1870,0,F,cancelled
7489,92,|Bumper Replacement|Intercleaning,|Kabuli Used Genuine - Front Bumper|Kabuli Used Genuine - Rear Bumper,CANCELLED, Jan,NON_PREVENTIVE,30000,30000,0,F,cancelled
7490,74,|Parts Delivery,,CANCELLED, Jan,PARTS_LOGISTICS,0,0,0,F,cancelled
7491,67,|Engine Replacement/Swap,|Kabuli Used Genuine - R18 Z1 1808098 CIVIC 1.8 Engine Assembly ,CANCELLED, Jan,NON_PREVENTIVE,135000,135000,0,T,cancelled
7492,93,|Maintece & Tuning|Catalytic Cleaning,,ORDER_COMPLETED, Jan,PREVENTIVE,1000,3000,2000,T,completed
7493,94,|Parts Delivery,|Kabuli Used Genuine - Door Assy Suzuki Every 2014-2019,CANCELLED, Jan,PARTS_LOGISTICS,37440,37440,0,F,cancelled
7494,95,|Maintece & Tuning,"|Toyota Genuine - Engine Oil Petron Plus 4 liter 10w-30|Leppon - Oil Filter|Leppon - Air Filter  Corolla 08-20, Axio 06-12, IST 07-21, Premio 07-21, Axio 12-21 Hybrid, Yaris 20-21",CANCELLED, Jan,PREVENTIVE,5563,6313,750,F,cancelled
7495,96,|Maintece & Tuning|Catalytic Cleaning,,ORDER_COMPLETED, Jan,PREVENTIVE,1000,3000,2000,T,completed
7496,97,|Electrical Diagnosis|Mechanical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,0,500,500,T,completed
7497,90,|Complete Engine Care|Brake Replacement - 4 Tyre|Disc Turning|Fuel Tank Replacement|Door Lock Dismantling And Replacement|Brake Master Cylinder Replacement|Self Repair|Generator Dynamo Repair/Replacement,|Guard - Filters - Oil Filter Charade |Guard - Filters - Air Filter Charade |Toyota Genuine - Engine Oil Petron 3 liter 20W-50|Mk - Brake Parts - Front Brake Pad Charade |Mk - Brake Parts - Rear Brake Shoe Charade |Unbranded China - Rear Wheel Brake Cylinder Charade |Unbranded China - Brake Master Cylinder Charade |Unbranded China - Door Lock With Key Charade|Kabuli Used Genuine - Fuel Tank Charade ,CANCELLED, Jan,NON_PREVENTIVE,36026,36026,0,F,cancelled
7498,98,|Mechanical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,250,250,0,T,completed
7500,2,|Valet|Fuel Refill|Axle Outer Replace ,|Kabuli Used Genuine - Axle Boot Outer,ORDER_COMPLETED, Jan,NON_PREVENTIVE,6700,7500,800,T,completed
7501,87,|Central Locking Motor Installation & Service,,ORDER_COMPLETED, Jan,NON_PREVENTIVE,3500,3500,0,T,completed
7502,100,|Catalytic Cleaning|Maintece & Tuning,|Honda Genuine-Oil Filter Honda|Honda Genuine - Engine Oil 10W-30 4 liter,CANCELLED, Jan,PREVENTIVE,5400,7400,2000,F,cancelled
7503,101,|Scanning And Error Resolution,,ORDER_COMPLETED, Jan,PREVENTIVE,250,500,250,T,completed
7504,23,|Valet,,CANCELLED, Jan,VALET,0,500,500,T,cancelled
7505,101,|Mechanical Diagnosis|Scanning And Error Resolution,,ORDER_COMPLETED, Jan,DIAGNOSIS,250,750,500,T,completed
7506,102,|Basic Maintece,|Suzuki Genuine New Models- Engine Oil Ultimate 3Liter 10W-40|Unbranded China - Air Filter Alto Pakistani 19-21|Guard - Oil Filter Suzuki,CANCELLED, Jan,PREVENTIVE,4234,4234,0,T,cancelled
7507,103,|Brake Service - 4 Tyre|Mechanical Diagnosis|Intercleaning|Basic Car Wash,,CANCELLED, Jan,DIAGNOSIS,5250,5250,0,F,cancelled
7508,104,|Wheel Alignment,,ORDER_COMPLETED, Jan,NON_PREVENTIVE,1000,1000,0,T,completed
7509,105,|Maintece & Tuning|Brake Service - 4 Tyre|Scanning And Error Resolution,,CANCELLED, Jan,PREVENTIVE,3000,3500,500,T,cancelled
7510,106,|Mechanical Diagnosis,,CANCELLED, Jan,DIAGNOSIS,0,250,250,T,cancelled
7511,107,|Maintece & Tuning|Catalytic Cleaning,,ORDER_COMPLETED, Jan,PREVENTIVE,1000,3000,2000,T,completed
7512,108,|Maintece & Tuning|Long Distance Surcharge,,ORDER_COMPLETED, Jan,PREVENTIVE,1250,2000,750,T,completed
7513,109,|Electric Work,|Kabuli Used Genuine - Current Coil,CANCELLED, Jan,NON_PREVENTIVE,9300,9300,0,F,cancelled
7514,110,|Side Skirt Replacement|Side Skirt Paint,,CANCELLED, Jan,NON_PREVENTIVE,6000,6000,0,F,cancelled
7515,111,|Basic Maintece|Brake Replacement - 4 Tyre|Disc Turning,|Toyota Genuine - Oil Filter Revo|Toyota Genuine - Air Filter Revo|Toyota Genuine - Engine Oil Dezon  4 Liter|Toyota Genuine- Front Brake Pad Hilux Revo 4X4 2016-2018|Toyota Genuine -Rear Brake Shoe 4X4 Revo ,ORDER_COMPLETED, Jan,NON_PREVENTIVE,41971,41971,0,T,completed
7516,110,|Side Skirt Replacement|Side Skirt Paint,|Toyota Genuine - Side Skirts,CANCELLED, Jan,NON_PREVENTIVE,9000,9450,450,F,cancelled
7517,112,|Mechanical Diagnosis|Electrical Diagnosis,,CANCELLED, Jan,DIAGNOSIS,0,500,500,T,cancelled
7518,97,|Complete Engine Overhaul|Carburetor Service/Rebuild,|Unbranded China - Engine Foundation Coure 2000-2012|Unbranded China - Gear Foundation Coure 2000-2012|Aisin - Clutch & Pressure  - Clutch & Pressure Plate Set Cuore |NTN / KOYO Bearing - Clutch Release Bearing Cuore,CANCELLED, Jan,NON_PREVENTIVE,72000,72850,850,F,cancelled
7519,113,|Disc Turning|Brake Replacement - 2 Tyre ,|Toyota Genuine - Front Brake Pads Landcruiser J200,ORDER_COMPLETED, Jan,NON_PREVENTIVE,17400,17475,75,T,completed
7520,114,|Mechanical Diagnosis,,CANCELLED, Jan,DIAGNOSIS,0,250,250,T,cancelled
7521,115,|Denting Repair|Baked Paint Job (Bhatti),|Kabuli Used Genuine - Civic Eagle Eye Fender (R/L)|DEPO Taiwan Body Parts - Civic Headlight Eagle Eye 2003-2006,CANCELLED, Jan,NON_PREVENTIVE,55000,55000,0,F,cancelled
7522,116,|Mechanical Diagnosis|Scanning And Error Resolution,,ORDER_COMPLETED, Jan,DIAGNOSIS,0,750,750,T,completed
7523,117,|Ecu Replacement/Repair,,CANCELLED, Jan,NON_PREVENTIVE,2500,2500,0,T,cancelled
7524,118,|Maintece & Tuning,|Guard - Oil Filter Suzuki|Guard - Air Filter Cultus Efi 2008-2017,ORDER_COMPLETED, Jan,PREVENTIVE,1194,1944,750,T,completed
7525,58,|Transmission Oil Change,|Warco - Manual Gear Oil ,CANCELLED, Jan,PREVENTIVE,1490,1490,0,F,cancelled
7526,6,|Parts Delivery,|Unbranded China - Rear Bumper Bolan Euro |Unbranded Local -  Front Grille logo S Bolan 2012-2021,CANCELLED, Jan,PARTS_LOGISTICS,605,605,0,F,cancelled
7527,119,|Maintece & Tuning|Catalytic Cleaning,,ORDER_COMPLETED, Jan,PREVENTIVE,1000,3000,2000,T,completed
7528,120,|Parts Delivery,|Unbranded - Paint Invoice 439|Unbranded - Paint Invoice 437,ORDER_COMPLETED, Jan,PARTS_LOGISTICS,7824,7824,0,T,completed
7529,121,|Mechanical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,250,250,0,T,completed
7530,122,|Mechanical Diagnosis|Long Distance Surcharge,,ORDER_COMPLETED, Jan,DIAGNOSIS,750,750,0,T,completed
7531,116,|Maintece & Tuning|Cng System Remove|Tyre Replacement,|General Tyre - Tyre 145/ 80 R13,CANCELLED, Jan,NON_PREVENTIVE,29250,29700,450,F,cancelled
7532,123,|Basic Car Wash|Body Polish & Vaccum,,ORDER_COMPLETED, Jan,CAR_SPA,800,800,0,T,completed
7533,124,|Fuel Tank Replacement|Fuel Lines Replacement,,CANCELLED, Jan,NON_PREVENTIVE,4500,4500,0,F,cancelled
7534,100,|Maintece & Tuning|Catalytic Cleaning,,ORDER_COMPLETED, Jan,PREVENTIVE,1000,3000,2000,T,completed
7536,120,|Parts Delivery,|Unbranded - Paint Invoice 441,ORDER_COMPLETED, Jan,PARTS_LOGISTICS,7308,7308,0,T,completed
7537,5,|Rework,,ORDER_COMPLETED, Jan,REWORK,0,1,1,T,completed
7538,126,|Maintece & Tuning|Catalytic Cleaning,,ORDER_COMPLETED, Jan,PREVENTIVE,1000,2400,1400,T,completed
7539,25,|Foundation Replacement|Maintece & Tuning|Radiator Replacement|Bearing Replacement,|Radiator Cap Japan - Radiator Cap Cultus EFI |Unbranded China - Engine Foundation Cultus EFI |Guard - Oil Filter Suzuki|Guard - Air Filter Cultus Efi 2008-2017|Suzuki Genuine Old Models - Engine Oil Premium 4 liter 10w-40|Warco - Manual Gear Oil |Unbranded China - Radiator Cultus EFi 2008-2017|Unbranded China  - Hose Pipe Cultus 2008-2017|Ct Taiwan - Tappet Cover Packing Cultus EFI|Unbranded Local - Water Flange|Unbranded China - Jubilee Clamp Hose |NSK - Bearing - Pilot Bearing,ORDER_COMPLETED, Jan,NON_PREVENTIVE,18000,18859,859,T,completed
7540,98,|Valet,,ORDER_COMPLETED, Jan,VALET,0,500,500,T,completed
7541,6,|Parts Delivery,|Unbranded China - Silicon|XYG - Front Wind Screen Mira 2011-2017,CANCELLED, Jan,PARTS_LOGISTICS,9955,9955,0,F,cancelled
7542,127,|Maintece & Tuning,,ORDER_COMPLETED, Jan,PREVENTIVE,750,1500,750,T,completed
7543,6,|Parts Delivery,|Kabuli Used Genuine - Fender light Civic 2017-2021|Kabuli Used Genuine - Fender L/S Civic 2017-2021|Kabuli Used Genuine - Bonnet Civic 2017-2021|Fuyao - Front Windscreen+Complete Moulding Civic X|Unbranded China - Silicon|Kabuli Used Genuine - Wiper Shield Corner Civic 2017-2021|Kabuli Used Genuine - Headlight stiffner Civic 2017-2021|Kabuli Used Genuine - Air Bag Civic 2017-2021|Kabuli Used Genuine - Fuse box complete Civic 2017-2021|Unbranded Local - Clip Fender|Kabuli Used Genuine - Frame bulk head Civic 2017-2021|Honda Genuine - Coolant & Anti-Freeze,CANCELLED, Jan,PARTS_LOGISTICS,326188,326188,0,F,cancelled
7544,74,|Parts Delivery,|TYC Taiwan - Taillight R/s City 2015-2018,ORDER_COMPLETED, Jan,PARTS_LOGISTICS,6050,6050,0,T,completed
7545,128,|Maintece & Tuning,,ORDER_COMPLETED, Jan,PREVENTIVE,750,1200,450,T,completed
7546,6,|Parts Delivery,|Unbranded Local - Clip Bumper|Unbranded Local - Clip Fender|Suzuki Genuine - Front Bumper Cultus 2017-2021|Suzuki Genuine - LH Front Fender Cultus 2017-21|Suzuki Genuine - RH Front Fender Shield Cultus 2017-21,CANCELLED, Jan,PARTS_LOGISTICS,17505,17505,0,F,cancelled
7547,49,|Parts Delivery,|AMSOIL - Engine Oil V-Twin 20W50 (Motorcycle) ,ORDER_COMPLETED, Jan,PARTS_LOGISTICS,54432,67200,12768,T,completed
7548,5,|Timing Tensioner Replacement,|Kabuli Used Genuine - Tensioner Adjuster ,CANCELLED, Jan,NON_PREVENTIVE,9950,9950,0,F,cancelled
7549,129,|Mechanical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,250,250,0,T,completed
7550,130,|Parts Delivery,|AMSOIL - Engine Oil 10W40 ,ORDER_COMPLETED, Jan,PARTS_LOGISTICS,68850,76500,7650,T,completed
7551,131,|Mechanical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,0,250,250,T,completed
7552,132,|Basic Car Wash,,ORDER_COMPLETED, Jan,CAR_SPA,500,500,0,T,completed
7553,133,|Mechanical Diagnosis,,CANCELLED, Jan,DIAGNOSIS,0,250,250,T,cancelled
7554,134,|Mechanical Diagnosis|Long Distance Surcharge,,ORDER_COMPLETED, Jan,DIAGNOSIS,750,750,0,T,completed
7555,135,|Mechanical Diagnosis|Electrical Diagnosis|Body & Paint Inspection,,CANCELLED, Jan,DIAGNOSIS,750,750,0,T,cancelled
7556,136,|Brake Service - 4 Tyre|Basic Maintece,,CANCELLED, Jan,PREVENTIVE,1300,1500,200,T,cancelled
7557,6,|Parts Delivery,,CANCELLED, Jan,PARTS_LOGISTICS,0,0,0,F,cancelled
7558,74,|Parts Delivery,|Suzuki Genuine - Cultus EFI Taillight RH|Suzuki Genuine - Rear Bumper Cultus Old 2017|Unbranded China - Rear Bumper Clips|Unbranded China - Trunk Monogram + Sticker|Unbranded China - Silicon|Fuyao - Rear Windscreen Cultus Old 2017,CANCELLED, Jan,PARTS_LOGISTICS,41632,41632,0,F,cancelled
7559,6,|Parts Delivery,|Suzuki Genuine - Rear Bumper Mehran 2013-2019|Unbranded Local - Clip Bumper,CANCELLED, Jan,PARTS_LOGISTICS,4675,4675,0,F,cancelled
7560,137,|Mechanical Diagnosis|Long Distance Surcharge,,CANCELLED, Jan,DIAGNOSIS,300,750,450,T,cancelled
7561,101,|Catalytic Convertor Replacement,|Unbranded China - Catalytic Converter With Fitting Passo 2010-2015,CANCELLED, Jan,NON_PREVENTIVE,16900,16900,0,F,cancelled
7562,6,|Parts Delivery,|Toyota Thailand Geniune - Headlight Corolla 2014-2017|Kabuli Used Genuine - Gear Housing Corolla 2014-2017|Kabuli Used Genuine - Gear Foundation Bracket Corolla 2014-2017,ORDER_COMPLETED, Jan,PARTS_LOGISTICS,62700,62700,0,T,completed
7563,101,|Complete Engine Care|Cable Replacement|Brake Replacement - 4 Tyre|Disc Turning|Drum Facing|Radiator Service,|Leppon - Filters - Air Filter Vitz 1998-2005|Bando Japan - Fan Belt Vitz 1998-2005|Leppon - Oil Filter|Toyota Genuine - Engine Oil Petron 4 liter 20w-50|Unbranded China - Accelerator Cable|Mk - Front Brake Pad Vitz 1998-2005|Mk - Rear Brake Shoe Vitz 1998-2005|Ngk-Spark Plug ,CANCELLED, Jan,NON_PREVENTIVE,19000,21095,2095,F,cancelled
7564,138,|Rework,,CANCELLED, Jan,REWORK,800,800,0,T,cancelled
7565,93,|Brake Service - 4 Tyre|Disc Turning,|Mk - Brake Parts - Front Brake Pad APV |Guard - Filters - Air Filter APV ,CANCELLED, Jan,PREVENTIVE,5700,5710,10,F,cancelled
7566,73,|Maintece & Tuning|Catalytic Cleaning,,ORDER_COMPLETED, Jan,PREVENTIVE,1000,3000,2000,T,completed
7567,139,|Water Body Replacement,|GMB - Water Pump - Waterbody,CANCELLED, Jan,NON_PREVENTIVE,3900,3920,20,F,cancelled
7568,129,|Brake Lines Replacement|Brake Bleeding|Electric Work|Maintece & Tuning|Full Body Compound Treatment|Intercleaning|Front Bumper Repair|Front Bumper Paint|Rear Bumper Repair|Rear Bumper Paint,|VIC Japan - Filter - Oil Filter C418/C415|Leppon - Filters - Air Filter Atenza|Shell - Engine Oil 05w-30 1L,CANCELLED, Jan,NON_PREVENTIVE,28910,28910,0,F,cancelled
7569,140,|Maintece & Tuning|Catalytic Cleaning,,CANCELLED, Jan,PREVENTIVE,1000,2400,1400,T,cancelled
7570,141,|Catalytic Cleaning|Maintece & Tuning,,CANCELLED, Jan,PREVENTIVE,1000,3000,2000,T,cancelled
7571,142,|Maintece & Tuning|Catalytic Cleaning,|Leppon - Filters - Oil Filter Wagon R Japanese 2003-2008|Suzuki Genuine Old Models - Engine Oil Premium 3 liter 10W-40,ORDER_COMPLETED, Jan,PREVENTIVE,3320,5233,1913,T,completed
7572,143,|Mechanical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,0,250,250,T,completed
7573,144,|Mechanical Diagnosis,,CANCELLED, Jan,DIAGNOSIS,250,250,0,T,cancelled
7574,144,|Basic Car Wash,,CANCELLED, Jan,CAR_SPA,500,500,0,T,cancelled
7575,144,|Cable Replacement,,CANCELLED, Jan,NON_PREVENTIVE,700,700,0,T,cancelled
7576,145,|Maintece & Tuning|Catalytic Cleaning|Long Distance Surcharge,,ORDER_COMPLETED, Jan,PREVENTIVE,1000,2650,1650,T,completed
7577,146,|Maintece & Tuning|Mechanical Diagnosis,,CANCELLED, Jan,DIAGNOSIS,1000,1750,750,T,cancelled
7578,147,|Brake Replacement - 2 Tyre |Disc Turning,|Mk - Brake Parts - Front Brake Pad passo 2004-2009,ORDER_COMPLETED, Jan,NON_PREVENTIVE,4400,4405,5,T,completed
7579,44,|Brake Master Cylinder Replacement|Maintece & Tuning|Brake Service - 4 Tyre,|Kabuli Used Genuine - Brake Master Cylinder Sunny 2005,CANCELLED, Jan,NON_PREVENTIVE,9000,9400,400,F,cancelled
7580,107,|Bearing Pressing|Suspension Overhaul|Steering Repair (Dismantle & Repair)|Axle Boots Replacement|Brake Replacement - 4 Tyre|Disc Turning|Drum Facing|Belt Replacement|Gear Box Repair,|Mk - Front Brake Pad Swift Pakistani 2008-2021|Mk - Rear Brake Shoe Swift pakistani 2008-2021|Bando Japan - Belt - Fan Belt Swift ,CANCELLED, Jan,NON_PREVENTIVE,27999,28594,595,T,cancelled
7581,148,|Mechanical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,0,250,250,T,completed
7582,149,|Mechanical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,250,250,0,T,completed
7583,48,|Electrical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,250,250,0,T,completed
7584,6,|Parts Delivery,|Toyota Genuine - Bonnet Corolla 2008-2011|Toyota Genuine - Bonnet Hinges 2PC Set Corolla 2008-2011|Toyota Genuine - Front Bumper With Clip Corolla 2008-2011|Toyota Genuine - Front Bumper Spacer Corolla 2008-2011|Toyota Genuine - Front Show Grille Complete Corolla 2008-2011|Toyota Genuine - Front Bumper Upper Rubber Corolla 2008-2011|Toyota Genuine - Front Show Grille Monogram Corolla 2008-2011|Toyota Genuine - Headlight Corolla 2008-2011|Toyota Genuine - Front Bumper Lower Grille Corolla 20008-2011|Toyota Genuine - Fender Corolla 2008-2011|Toyota Genuine - Fender Shield With Clips Corolla 2008-2011|Toyota Genuine - Engine Shield With Clips Corolla 2008-2011|Fuyao - Front Windscreen Corolla 2008-14,CANCELLED, Jan,PARTS_LOGISTICS,99055,99055,0,F,cancelled
7585,6,|Parts Delivery,|Suzuki Genuine - Front Bumper Mehran|Suzuki Genuine - Rear Bumper Mehran 2013-2019|MALTA - Number Plate Light Mehran Euro |MALTA - Front Bumper Light Mehan Euro,CANCELLED, Jan,PARTS_LOGISTICS,10560,10560,0,F,cancelled
7586,150,|Valet,,ORDER_COMPLETED, Jan,VALET,500,500,0,T,completed
7587,151,|Electrical Diagnosis,,CANCELLED, Jan,DIAGNOSIS,500,500,0,F,cancelled
7588,152,|Mechanical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,250,250,0,T,completed
7589,149,|Maintece & Tuning|Foundation Replacement|Axle Outer Replace ,|Unbranded China - Engine Foundation Mehran (98-19)|Unbranded China - Gear Foundation Mehran 1988-2019|Unbranded China - Axle Outer Set Mehran (98-19)|Leppon - Filters - Air Filter Mehran Euro ,ORDER_COMPLETED, Jan,NON_PREVENTIVE,11400,11950,550,T,completed
7590,126,|Brake Replacement - 4 Tyre|Disc Turning|Drum Facing|Central Locking Motor Installation & Service,|Mk - Brake Parts - Front Brake Pad Clipper |MK Japan - Brake Part - Rear Brake Shoe Clipper,CANCELLED, Jan,NON_PREVENTIVE,12239,12239,0,F,cancelled
7591,153,|Mechanical Diagnosis|Electrical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,0,500,500,T,completed
7592,154,|Maintece & Tuning|Catalytic Cleaning|Long Distance Surcharge,,CANCELLED, Jan,PREVENTIVE,1300,2700,1400,T,cancelled
7593,155,|Valet,,CANCELLED, Jan,VALET,500,500,0,T,cancelled
7594,148,|Valet,,ORDER_COMPLETED, Jan,VALET,0,500,500,T,completed
7595,6,|Parts Delivery,|Unbranded Taiwan - Fog Lamp Swift |Unbranded China - Fog Lamp Cover Swift |Kabuli Used Genuine - Rear Door LH Swift |Unbranded China - Sticker Swift ,CANCELLED, Jan,PARTS_LOGISTICS,10849,10849,0,F,cancelled
7596,156,|AC Diagnosis|Mechanical Diagnosis,,CANCELLED, Jan,DIAGNOSIS,500,500,0,T,cancelled
7597,6,|Parts Delivery,|Unbranded China - Front Bumper + Clips Mehran 2013-19 |Unbranded China - Rear Bumper + Clips  Mehran 2013-19|Unbranded China - Trunk Mehran Euro |Unbranded China - Taillight LH Mehran 2013-19|Unbranded China - Trunk S Logo Mehran Euro|Unbranded China - Trunk Sticker Mehran Eruo,CANCELLED, Jan,PARTS_LOGISTICS,10285,10285,0,F,cancelled
7598,39,|Complete Engine Care,,CANCELLED, Jan,PREVENTIVE,1665,3700,2035,T,cancelled
7599,6,|Parts Delivery,|Kabuli Used Genuine - Side Mirror City 09-21,CANCELLED, Jan,PARTS_LOGISTICS,7150,7150,0,F,cancelled
7600,157,|Mechanical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,0,250,250,T,completed
7601,158,|Mechanical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,0,250,250,T,completed
7602,6,|Parts Delivery,|Honda Genuine - Headlight LH Civic 2017 - 2021|Honda Genuine - Headlight Chrome LH With Clips Civic 2017-2021,CANCELLED, Jan,PARTS_LOGISTICS,45650,45650,0,F,cancelled
7603,159,|Maintece & Tuning|Catalytic Cleaning,,ORDER_COMPLETED, Jan,PREVENTIVE,600,2400,1800,T,completed
7604,48,|Engine Wiring |Fuse Box Installation,,CANCELLED, Jan,NON_PREVENTIVE,2500,2500,0,F,cancelled
7605,131,|Brake Service - 4 Tyre|Maintece & Tuning|Clutch Plate/Pressure Plate/Bearing Replacement |Clutch Fly Wheel Facing|Suspension Overhaul,|Unbranded China - Gear Foundation Alto VXR|Suzuki Genuine - Gear Lever kit Alto VXR|Unbranded China - Axle Joint Outer 2PC Set Alto VXR|Dk Japan - Clutch & Pressure Plate Set Alto VXR  2000-2012|NTN / KOYO - Clutch Release Bearing Alto VXR  2000-2012,CANCELLED, Jan,NON_PREVENTIVE,53460,54292,832,F,cancelled
7606,94,|Parts Delivery,|Kabuli Used Genuine - Front Fender LH Mira 2017-21|Kabuli Used Genuine - Front Bumper Spacer Mira 2017-21|Kabuli Used Genuine - Washer Bottle Mira 2017-21|Kabuli Used Genuine - Wiper Motor Mira 2017-21|Daihatsu Genuine - Bonnet Cable Mira 2017-21,CANCELLED, Jan,PARTS_LOGISTICS,36270,36270,0,F,cancelled
7607,6,|Parts Delivery,|XYG - Windscreen - Front Wind Screen Corolla 2008-2014|Unbranded China - Silicon,CANCELLED, Jan,PARTS_LOGISTICS,12155,12155,0,F,cancelled
7608,6,|Parts Delivery,|Unbranded Local - Bumper Rear + Clips Mehran|Unbranded China - Headlight White Shade Mehran |Unbranded Local - Taillight Mehran|Unbranded Local - Fender Mehran Per SIde,CANCELLED, Jan,PARTS_LOGISTICS,4620,4620,0,F,cancelled
7609,94,|Parts Delivery,|Kabuli Used Genuine -  Front Bumper Aqua 2012-20|Kabuli Used Genuine - Bonnet Aqua 2012-20|Kabuli Used Genuine - Headlight LH Aqua 2012-20|Kabuli Used Genuine - Bonnet Hinges Aqua 2012-20,CANCELLED, Jan,PARTS_LOGISTICS,249210,249210,0,F,cancelled
7610,160,|Mechanical Diagnosis,,ORDER_COMPLETED, Jan,DIAGNOSIS,0,250,250,T,completed
7611,161,|Mechanical Diagnosis,,CANCELLED, Jan,DIAGNOSIS,250,250,0,T,cancelled
7612,6,|Parts Delivery,|Unbranded Local - Clip Bumper|Kabuli Used Genuine - Front Bumper Spacer Alto Japanese 2014-2020,CANCELLED, Jan,PARTS_LOGISTICS,275,275,0,F,cancelled
7613,79,|Rework,,CANCELLED, Jan,REWORK,0,1,1,T,cancelled
7614,162,|Engine Replacement/Swap,|Kabuli Used Genuine - Engine Assembly Zest,CANCELLED, Jan,NON_PREVENTIVE,68000,68000,0,F,cancelled
7615,161,|Mechanical Diagnosis|Labour,,ORDER_COMPLETED, Jan,DIAGNOSIS,1000,1250,250,T,completed
7616,6,|Parts Delivery,|Kabuli Used Genuine - Side Mirror - Civic 2017 - 2021,CANCELLED, Jan,PARTS_LOGISTICS,19800,19800,0,F,cancelled
7617,163,|Electrical Diagnosis,,CANCELLED, Jan,DIAGNOSIS,250,250,0,T,cancelled
7618,120,|Parts Delivery,|Unbranded - Paint Invoice 442,ORDER_COMPLETED, Jan,PARTS_LOGISTICS,4020,4020,0,T,completed
7619,44,|Rework,,CANCELLED, Jan,REWORK,1,1,0,T,cancelled
7620,164,|Complete Engine Care,,ORDER_COMPLETED, Jan,PREVENTIVE,2475,5500,3025,T,completed
7621,165,|Maintece & Tuning|Electric Work,|Guard - Oil Filter Suzuki|Guard - Air Filter Cultus Efi 2008-2017|Suzuki Genuine Old Models - Engine Oil Premium 4 liter 10w-40,ORDER_COMPLETED, Jan,PREVENTIVE,5959,6409,450,T,completed
7622,166,|Basic Car Wash,,ORDER_COMPLETED, Jan,CAR_SPA,500,500,0,T,completed
7623,167,|Complete Engine Care,|Leppon - Oil Filter|Leppon - Air Filter Corolla 08-2020|Toyota Genuine - Engine Oil Petron Plus 4 liter 10w-30,CANCELLED, Jan,PREVENTIVE,7381,10406,3025,F,cancelled
