orderNo,contact,serviceList,partList,status,createdOn,vertical,totalAmount,subTotal,discount,approved,Final Status
21540,387,|Hybrid Battery Replacement,|Kabuli Used Genuine - Hybrid Battery Aqua 2012 - 20,CANCELLED, Aug,NON_PREVENTIVE,150000,150000,0,F,cancelled
21541,120,|Parts Delivery,|Unbranded - SS Lahore Paint Invoice 9239,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,13650,13650,0,T,completed
21542,387,|Rework,,ORDER_COMPLETED, Aug,REWORK,0,1,1,T,completed
21543,2941,|Parts Delivery,|Unbranded China - Bonnet Cable Land Cruiser|Toyota Genuine - Fender Shield R/S Prado,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,6400,6400,0,T,completed
21544,183,|Battery Replacement|Valet,,CANCELLED, Aug,NON_PREVENTIVE,1250,1250,0,F,cancelled
21545,3919,|Parts Delivery,|Suzuki Genuine -Front Bumper Alto 2019-2021,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,5750,5750,0,T,completed
21546,1201,|Maintece & Tuning,|Leppon - Oil Filter c110 YzzA6|Shell- Oil & Additives - Engine Oil 5W-30 3Litre | HX7,ORDER_COMPLETED, Aug,PREVENTIVE,5860,6664,4,T,completed
21547,94,|Parts Delivery,|SKI Taiwan - Body Parts - Front Bumper Cultus 2014 |SKI Taiwan - Body Parts - Rear Bumper Cultus 2014|Unbranded China - Taillight LH Cultus 2008-17|Suzuki Genuine - Bonnet Cultus 2007-2017|Unbranded China - Fender Light Old Cultus|SKI Taiwan - Body Parts - Show Grill with chrome patti Cultus,PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,30560,30560,0,T,completed
21548,3416,|Rework Diagnosis,,ORDER_COMPLETED, Aug,REWORK,0,1,1,T,completed
21549,308,|Brake Replacement - 4 Tyre|Disc Turning (Front And Rear),|Mk - Brake Parts - Front Brake Pad Civic 1992-1995|Mk - Brake Parts - Rear Brake Shoe Civic 1992-1995,CANCELLED, Aug,NON_PREVENTIVE,9375,9375,0,F,cancelled
21551,1398,|Rework Diagnosis,,ORDER_COMPLETED, Aug,REWORK,0,1,1,T,completed
21552,377,|Rework,,ORDER_COMPLETED, Aug,REWORK,0,1,1,T,completed
21553,120,|Parts Delivery,|Unbranded - Paint Invoice # 063|Unbranded - Paint Invoice # 064|Unbranded - Paint Invoice # 065|Unbranded - Paint Invoice # 066,PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,45180,45180,0,T,completed
21554,4313,|Parts Delivery,|PSO - Oil & Additives - CNG Plus 1 Liter |PSO - Oil & Additives - Engine Oil Blaze 4T 0.7L,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,8410,8410,0,T,completed
21555,4962,|Complete Engine Care,,ORDER_COMPLETED, Aug,PREVENTIVE,4000,4000,0,T,completed
21556,4910,|Parts Delivery,|Landmark - Filters - Air Filter Old Cultus |Landmark - Filters - Air Filter New Cultus |Landmark - Filters - Oil Filter Old Cultus|Landmark - Filters - Oil Filter New Cultus,CANCELLED, Aug,PARTS_LOGISTICS,1110,1110,0,F,cancelled
21557,2343,|Mechanical Diagnosis|Scanning & Error Resolution,,CANCELLED, Aug,DIAGNOSIS,900,900,0,T,cancelled
21558,4266,|Parts Delivery,|Delo - Oil & Additives - Engine Oil Mono 40 Barrel 208L,CANCEL_ON_QUOTATION, Aug,PARTS_LOGISTICS,167000,167000,0,F,cancelled
21559,387,|Oil Change (Basic Maintece)|Silencer (Dholki) Repair|Electrical Diagnosis|Parts Delivery,"|Toyota Genuine-Oil Filter|Toyota Genuine-Air Filter Vitz 11-16, Aqua 12-20, C-HR 16-21, Vitz Hybrid 17-21.|Toyota Genuine - Engine Oil 5W-50 4Liter",ORDER_COMPLETED, Aug,DIAGNOSIS,16600,16690,90,T,completed
21560,120,|Parts Delivery,|Unbranded - Paint Invoice # 067,PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,15636,15636,0,T,completed
21561,3919,|Parts Delivery,|Kabuli Used Genuine - Throttle Body Santro|Kabuli Used Genuine - Chock Sensor Santro |Kabuli Used Genuine - TP Sensor Santro,CANCELLED, Aug,PARTS_LOGISTICS,5250,5250,0,F,cancelled
21562,4962,|Maintece & Tuning,|Shell - Engine Oil Shell 20W-50 | 4 Litre | Hx3|Max - Filters - Oil Filter Reborn|Max - Filters - Air Filter Reborn,ORDER_COMPLETED, Aug,PREVENTIVE,5800,6615,15,T,completed
21564,4963,|Maintece & Tuning,|Honda Genuine - Oil Filter Honda 15400-RAF-T01 (Japanese Genuine)|Leppon - Air Filter City 2009-2021|Honda Genuine - Engine Oil 10W-30 4 Litre,CANCELLED, Aug,PREVENTIVE,7745,8545,0,F,cancelled
21566,4760,|Parts Delivery,|Unbranded China - Wiper Blade|Unbranded China - Wiper Blade Civic 1Set,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,6000,6010,10,T,completed
21567,3288,|Parts Delivery,,CANCELLED, Aug,PARTS_LOGISTICS,250,250,0,F,cancelled
21568,414,|Mechanical Diagnosis,,CANCELLED, Aug,DIAGNOSIS,0,400,400,T,cancelled
21569,3968,|Parts Delivery,|Honda Genuine - L/S Front Door Glass Civic 2017-2021|Unbranded Malaysia - Fender L/S Civic|Honda - Genuine - Headlight Without LED L/S Civic|Honda Genuine - Fender Light Civic 2017-2021|Honda - Genuine -Front Door L/S Civic|Honda - Genuine - Door Weather Strip Black L/S Civic|Honda Genuine - Side Mirror LH - Civic 2017 - 2021|Kabuli Used Genuine - Door Lock Front LH Civic 2017-2021,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,173170,192000,18830,T,completed
21570,183,|Battery Replacement|Battery Bracket Installation,|Daewoo - Battery DL50,ORDER_COMPLETED, Aug,NON_PREVENTIVE,11550,11550,0,T,completed
21572,4042,|Parts Delivery,|Honda - Genuine - Engine Shield Set Grace|Honda - Genuine - Fender Shield Set Grace,CANCELLED, Aug,PARTS_LOGISTICS,24750,24750,0,F,cancelled
21573,4964,|Parts Delivery,|Seiken - Brake Oil - 355ml Dot 3,PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,65000,65302,302,T,completed
21574,101,|Complete Diagnosis,,CANCELLED, Aug,DIAGNOSIS,1000,1500,500,T,cancelled
21575,3008,|Parts Delivery,|Fuyao - Front Wind Screen with Moulding Civic 2013-2017,CANCELLED, Aug,PARTS_LOGISTICS,26300,26300,0,F,cancelled
21576,3159,|Parts Delivery,|Kabuli Used Genuine - Complete Wiring Harness Platz,CANCELLED, Aug,PARTS_LOGISTICS,12750,12750,0,F,cancelled
21578,4142,|Scanning & Error Resolution,,ORDER_COMPLETED, Aug,PREVENTIVE,500,500,0,T,completed
21579,4697,|Parts Delivery,|Kabuli Used Genuine - Trunk Mira 2011-2017,CANCELLED, Aug,PARTS_LOGISTICS,19600,19600,0,F,cancelled
21580,4599,|Parts Delivery,|Rock Power Thailand - Linker Vezel,CANCELLED, Aug,PARTS_LOGISTICS,5050,5050,0,F,cancelled
21581,4522,|Parts Delivery,|Kabuli Used Genuine - Throttle Body Crown 1991-1995,CANCELLED, Aug,PARTS_LOGISTICS,250,250,0,F,cancelled
21582,4029,|Parts Delivery,|Denso - Electrical Components - Spark Plug K16R - U11,CANCELLED, Aug,PARTS_LOGISTICS,3550,3550,0,F,cancelled
21583,2920,|Parts Delivery,|Unbranded China - Fender Shield L/H Swift |Unbranded China - Rubber Floor Matt Set Swift,PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,4500,4500,0,T,completed
21584,2759,|Mechanical Diagnosis,,CANCELLED, Aug,DIAGNOSIS,400,400,0,F,cancelled
21585,955,|Scanning & Error Resolution,,CANCELLED, Aug,PREVENTIVE,500,500,0,T,cancelled
21586,2759,|Mechanical Diagnosis,,COST_INPUT_DONE, Aug,DIAGNOSIS,400,400,0,T,completed
21587,2648,|AC Diagnosis,,ORDER_COMPLETED, Aug,DIAGNOSIS,400,400,0,T,completed
21588,3919,|Windscreen Replacement,|XYG - Windscreen - Front Wind Screen Vezel|Unbranded Local - Hybrid Logo Vezel,PARTS_COST_INPUT_DONE, Aug,NON_PREVENTIVE,20500,20500,0,T,completed
21589,4411,|Parts Delivery,|Unbranded China - Fender Shield Civic 2017-2021,CANCELLED, Aug,PARTS_LOGISTICS,3250,3250,0,F,cancelled
21590,3814,|Parts Delivery,|Kabuli Used Genuine - front Bumper vitz 2005,CANCELLED, Aug,PARTS_LOGISTICS,19250,19250,0,F,cancelled
21591,3814,|Parts Delivery,|Toyota Genuine - Headlight Corolla 2018-2020|Kabuli Used Genuine - Headlight set Corolla 2014-2021|Kabuli Used Genuine - Taillight Corolla 2014-2021|Toyota Genuine - Taillight Corolla 2018-2019|Toyota Genuine -Trunk Light Corolla 2018-2020|Toyota Genuine - Show Grille Corolla 2014-2017,CANCELLED, Aug,PARTS_LOGISTICS,339250,339250,0,F,cancelled
21592,2941,|Parts Delivery,|Kabuli Used Genuine - Headlight LandCruiser 2012,CANCELLED, Aug,PARTS_LOGISTICS,30250,30250,0,F,cancelled
21593,3008,|Parts Delivery,|Kia Genuine - Oil Filter Sportage|Kia Copy- Cabin Filter Sportage|Mann - Air Filter Sportage|Unbranded China - Cabin Filter Sportage|Unbranded China - Air Filter Sportage|Unbranded China - Oil Filter Sportage|Leppon - Filters - Cabin Filter Sportage|Leppon - Filters - Air Filter Sportage|Leppon - Filters - Oil Filter Kia Sportage|Kia Genuine - Air Filter KIA Sportage |Kia - Genuine - Cabin Filter Sportage,CANCELLED, Aug,PARTS_LOGISTICS,17070,17070,0,F,cancelled
21594,4965,|Maintece & Tuning,,ORDER_COMPLETED, Aug,PREVENTIVE,1200,2000,0,T,completed
21595,4839,|Parts Delivery,|Toyota Genuine- Front Brake Pad Corolla 08-20,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,12250,12250,0,T,completed
21596,4966,|Electrical Diagnosis,,CANCELLED, Aug,DIAGNOSIS,400,400,0,F,cancelled
21597,177,|Mechanical Diagnosis,,ORDER_COMPLETED, Aug,DIAGNOSIS,400,400,0,T,completed
21599,177,|Oil Change (Basic Maintece),|Ngk-Spark Plug Old cars BKR6EYA-11,CANCELLED, Aug,PREVENTIVE,1528,1928,400,T,cancelled
21600,3591,|Maintece & Tuning|Scanning & Error Resolution|Catalytic Cleaning,,CANCELLED, Aug,PREVENTIVE,3200,4000,0,F,cancelled
21601,2648,|Cooling Coil Replacement|AC Gas Top Up,|Unbranded China - Cooling Coil,CANCELLED, Aug,NON_PREVENTIVE,19200,19200,0,F,cancelled
21602,4760,|Parts Delivery,|Sparko - Silicone Small|Sparko - Silicone Medium|Sparko - Silicone Large,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,3370,3370,0,T,NA
21603,4142,|Gear Box Repair|Complete Diagnosis,,CANCELLED, Aug,DIAGNOSIS,6000,6000,0,F,cancelled
21604,3968,|Parts Delivery,|Unbranded China - Side Mirror Alto VXR 2000-12|Unbranded China - Door Outer Handle Alto VXR|Unbranded Local - Roof Moulding Alto 2000-2012,CANCELLED, Aug,PARTS_LOGISTICS,1520,1520,0,F,cancelled
21605,386,|Premium Car Wash,,ORDER_COMPLETED, Aug,CAR_SPA,1600,1600,0,T,completed
21606,4072,|Parts Delivery,|Unbranded Local - Air Filter Wagon R|Unbranded Local - Air Filter Swift|Unbranded Local - Air Filter mira|Unbranded Local - AC Filter mira|Nasa - Carburetor Spray 300ml|Unbranded Local - Oil Filter Suzuki|Unbranded Local - Air Filter Corolla GLI,CANCELLED, Aug,PARTS_LOGISTICS,1624,1624,0,F,cancelled
21607,4967,|Mechanical Diagnosis,,PAYMENT_NOT_COLLECTED_GURU, Aug,DIAGNOSIS,400,400,0,T,completed
21608,4967,|Suspension Replacement/Repair|AC Gas Top Up|Radiator Service|Coolant Top Up|Denting/Painting Quotation|Complete Engine Overhaul,|Unbranded China - Engine Seal Mehran|NOK Japan - Seals - Timing Seal Mehran Old |NOK Japan - Seals - Cam Seal Mehran Old|Osaka Green - Coolant & Anti-Freeze 1 Litre,CANCELLED, Aug,NON_PREVENTIVE,76601,76601,0,F,cancelled
21609,4766,|Maintece & Tuning,,CANCELLED, Aug,PREVENTIVE,1200,2000,0,T,cancelled
21610,2592,|Mechanical Diagnosis,,CANCELLED, Aug,DIAGNOSIS,400,400,0,T,cancelled
21611,4442,|Parts Delivery,|NKN - Japan - Axle Outer Alto Pakistani 2000-2012,CANCEL_ON_QUOTATION, Aug,PARTS_LOGISTICS,11750,11750,0,F,cancelled
21612,4540,|Parts Delivery,|Mk - Front Brake Pad Passo 2010-2015|Mk - Rear Brake Shoe Passo 2010-2015,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,0,0,0,T,completed
21613,4057,|Electrical Diagnosis|Scanning & Error Resolution,,ORDER_COMPLETED, Aug,DIAGNOSIS,600,900,300,T,completed
21614,2159,|Alternator Replacement|Battery Jump Start|Maintece & Tuning,|Kabuli Used Genuine - Generator Mehran Euro,CANCELLED, Aug,NON_PREVENTIVE,10600,10600,0,T,cancelled
21615,4968,|Brake Service - 4 Tyre,,CANCELLED, Aug,PREVENTIVE,2000,2000,0,T,cancelled
21616,3761,|Parts Delivery,|Kabuli Used Genuine - Front Bumper Fielder 2006-2012,CANCELLED, Aug,PARTS_LOGISTICS,23750,23750,0,F,cancelled
21617,4969,|Mechanical Diagnosis|Maintece & Tuning,,ORDER_COMPLETED, Aug,DIAGNOSIS,1200,2400,400,T,completed
21618,4970,|Oil Change (Basic Maintece),,ORDER_COMPLETED, Aug,PREVENTIVE,500,500,0,T,completed
21619,150,|Maintece & Tuning|Brake Service - 4 Tyre|Side Mirror Replacement|Premium Car Wash |Fuel Refill,|Leppon - Air Filter Vitz 2011-2016|Toyota Genuine - Engine Oil Petron Plus 10w-30 4 Litre |Leppon - Oil Filter c110 YzzA6|Unbranded China - Side Mirror Plate|Toyota Genuine - Spark Plug Iridium Vitz 2018-22|Daewoo Battery - Battery DLS-60A,ORDER_COMPLETED, Aug,NON_PREVENTIVE,27780,27780,0,T,completed
21620,796,|Maintece & Tuning,,ORDER_COMPLETED, Aug,PREVENTIVE,1200,2000,0,T,completed
21621,1172,|Parts Delivery,|Kabuli Used Genuine - Power Steering Motor City,CANCELLED, Aug,PARTS_LOGISTICS,6850,6850,0,F,cancelled
21622,1630,|Brake Service - 4 Tyre|Disc Turning (Front And Rear),,CANCELLED, Aug,PREVENTIVE,3800,3800,0,F,cancelled
21623,4969,|Complete Axle Repair |Balance Rod Disassembly,|Suzuki Genuine - Balance Rod Bush Alto VXR,CANCELLED, Aug,NON_PREVENTIVE,7900,7900,0,F,cancelled
21624,4057,|Ecu Replacement/Repair|Wiring (Per Hour)|Fuel Pump Replacement,|Kabuli Used Genuine - Fuel Pump Passo,CANCELLED, Aug,NON_PREVENTIVE,8050,8050,0,F,cancelled
21625,4491,|Headlight Installation,|Toyota Genuine - DRL Headlights Corolla 2022,CANCELLED, Aug,NON_PREVENTIVE,267000,267000,0,F,cancelled
21626,1938,|Maintece & Tuning|Brake Service - 4 Tyre,|Guard - Air Filter Mehran 13-19|Guard - Oil Filter Suzuki|Shell - Engine Oil 20w-50 | 3 Litre | Hx3,ORDER_COMPLETED, Aug,PREVENTIVE,5698,7498,1000,T,completed
21627,4971,|Premium Car Wash,,CANCELLED, Aug,CAR_SPA,1600,1600,0,T,cancelled
21628,2092,|Oil Change (Basic Maintece),|Shell - Engine Oil Shell 20W-50 | 4 Litre | Hx3|Max - Filters - Air Filter City Chuha|Max - Filters - Oil Filter City Chuha,ORDER_COMPLETED, Aug,PREVENTIVE,4570,4570,0,T,completed
21629,1139,|Mechanical Diagnosis,,ORDER_COMPLETED, Aug,DIAGNOSIS,400,400,0,T,completed
21630,279,|Mechanical Diagnosis,,CANCELLED, Aug,DIAGNOSIS,400,400,0,F,cancelled
21631,4157,|Parts Delivery,|Guard - Brake Fluid 330ml|Warco - Manual Gear Oil,CANCELLED, Aug,PARTS_LOGISTICS,920,920,0,F,cancelled
21632,4972,|Full Body Compound Treatment,,CANCELLED, Aug,CAR_SPA,5000,5000,0,F,cancelled
21633,3415,|Parts Delivery,|SKI Taiwan - Body Parts - Front Bumper Cultus 2014 |SKI Taiwan - Body Parts - Rear Bumper Cultus 2014|Unbranded Local - Rear Bumper Cultus 2007 - 2017|Unbranded Local - Front Bumper Cultus 2007-2017|Unbranded China - Taillight Cover 1 PC Cultus 2008-2017,CANCELLED, Aug,PARTS_LOGISTICS,8380,8380,0,F,cancelled
21634,3509,|Parts Delivery,|Unbranded Local - Rear Bumper Reflector Swift,CANCELLED, Aug,PARTS_LOGISTICS,2250,2250,0,F,cancelled
21635,3509,|Parts Delivery,,CANCELLED, Aug,PARTS_LOGISTICS,250,250,0,F,cancelled
21636,3814,|Parts Delivery,|Kabuli Used Genuine - Front Right Door Alto,CANCELLED, Aug,PARTS_LOGISTICS,15250,15250,0,F,cancelled
21637,3063,|Maintece & Tuning,,CANCELLED, Aug,PREVENTIVE,1200,2000,0,T,cancelled
21638,4973,|Maintece & Tuning|Scanning & Error Resolution|Basic Car Wash,,CANCELLED, Aug,PREVENTIVE,2500,3300,0,T,cancelled
21640,4973,|Scanning & Error Resolution|Premium Car Wash,,ORDER_COMPLETED, Aug,PREVENTIVE,1700,2100,400,T,completed
21641,3508,|Parts Delivery,|Honda - Genuine - Front Brake Pad Br-V,CANCELLED, Aug,PARTS_LOGISTICS,18250,18250,0,F,cancelled
21643,1139,|Gasket Replacement|Current Coil Replacement|Tappet Cover Packing Replacement|Radiator Service|Coolant Top Up|Head Facing|Complete Engine Care|Engine Room Degreasing,|Kabuli Used Genuine - Current Coil set Civic 2017-2021|Osaka Green - Coolant & Anti-Freeze 1 Litre|Nasa - Lubrication - Coolant & Anti-Freeze 1 Litre|Honda Genuine - Oil Filter Honda (Thailand Genuine)|Leppon - Air Filter Civic 2017-2021|Ct Taiwan - Gasket - Cylinder Head Gasket Civic 2017-2021 1.8|Shell- Oil & Additives - Engine Oil 4Litre 0W-20,CANCELLED, Aug,NON_PREVENTIVE,50290,50290,0,F,cancelled
21644,4030,|Brake Replacement - 4 Tyre|Disc Turning (Front And Rear),,ORDER_COMPLETED, Aug,NON_PREVENTIVE,2000,2000,0,T,completed
21645,4975,|Complete Engine Care,,ORDER_COMPLETED, Aug,PREVENTIVE,2000,4000,2000,T,completed
21646,2759,|Brake Replacement - 4 Tyre|Disc Turning (Front And Rear)|Complete Engine Care|Tappet Cover Packing Replacement,|Leppon - Filters - Air Filter Alto Japanese 2009-2014|MK Malaysia - Front Brake Pad Alto Japanese 2009-2014|MK Malaysia - Rear Brake Shoe Alto Japanese 2009-2014|Kabuli Used Genuine - Oxygen Sensor Alto Japanese 7th Generation|Ct Taiwan - Gasket - Tappet Cover Packing Alto Japanese 2009-2014|Ngk - Sparkplugs - Spark Plug Iridium Alto Japanese 2009-2014,CANCELLED, Aug,NON_PREVENTIVE,26198,26198,0,F,cancelled
21647,2705,|Parts Delivery,|Havoline - Oil & Addtives (Caltex) - Engine Oil 20W-50 4 Litre|Shell - Engine Oil 10w-40 | 3 Litre | HX6|Shell - Engine Oil 20w-50 | 3 Litre | Hx3|Castrol - GTX Engine Oil 20w-50 4 litre,CANCELLED, Aug,PARTS_LOGISTICS,49420,49420,0,F,cancelled
21648,2006,|Throttle Body Replacement,|Kabuli Used Genuine - Throttle Body Baleno,CANCELLED, Aug,NON_PREVENTIVE,6850,6850,0,F,cancelled
21649,4501,|Parts Delivery,|Kabuli Used Genuine - Bumper Front Complete|Kabuli Used Genuine - Bumper Front Khokha,CANCEL_ON_QUOTATION, Aug,PARTS_LOGISTICS,55250,55250,0,F,cancelled
21650,4976,|Maintece & Tuning,|Castrol - GTX Engine Oil 20w-50 3 litre|Leppon - Filters - Oil Filter|Leppon - Filters - Air Filter Every |Leppon - Filters - Cabin Filter Every,CANCELLED, Aug,PREVENTIVE,5237,6037,0,T,cancelled
21651,4977,|Maintece & Tuning|Scanning & Error Resolution,,ORDER_COMPLETED, Aug,PREVENTIVE,1200,2500,500,T,completed
21652,293,|Electrical Diagnosis,,ORDER_COMPLETED, Aug,DIAGNOSIS,400,400,0,T,completed
21653,4978,|Mechanical Diagnosis|Battery Jump Start,,CANCELLED, Aug,DIAGNOSIS,900,900,0,T,cancelled
21654,4979,|Premium Car Wash,,CANCELLED, Aug,CAR_SPA,1200,1200,0,T,cancelled
21655,1472,|Rework,,ORDER_COMPLETED, Aug,REWORK,0,1,1,T,completed
21656,4980,|Maintece & Tuning|Catalytic Cleaning|Brake Service - 4 Tyre,|Leppon - Filters - Oil Filter Mira |Leppon - Air Filter Mira 2011-2021 & Pixis|Toyota Genuine - Engine Oil Petron Plus 10W-30 3 Litre,CANCELLED, Aug,PREVENTIVE,9200,10000,0,T,cancelled
21657,10,|Premium Car Wash,,ORDER_COMPLETED, Aug,CAR_SPA,1200,1200,0,T,completed
21658,293,|Fan Motor Replacement,|Kabuli Used Genuine - Fan Motor Alto Japanese 2004-2009,CANCELLED, Aug,NON_PREVENTIVE,3360,3360,0,F,cancelled
21659,1319,|Maintece & Tuning,,ORDER_COMPLETED, Aug,PREVENTIVE,1000,2000,200,T,completed
21660,2941,|Parts Delivery,|Unbranded China - rear Bumper vigo champ,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,10200,10200,0,T,completed
21661,4411,|Parts Delivery,|Unbranded China - Engine Shield Set Triborn,CANCELLED, Aug,PARTS_LOGISTICS,4050,4050,0,F,cancelled
21662,4123,|Door Glass/Quarter Glass Repalcement,|Fuyao - Rear L/S Quarter Glass Spacia 2013-2018,CANCELLED, Aug,NON_PREVENTIVE,7000,7000,0,T,cancelled
21663,4909,|Parts Delivery,|Kabuli Used Genuine - Front Shock Absorber Cultus 2007-2017|Agriauto - Front Shock Absorber Cultus 2007-2017,CANCELLED, Aug,PARTS_LOGISTICS,9950,9950,0,F,cancelled
21664,4030,|Electrical Diagnosis,,CANCELLED, Aug,DIAGNOSIS,400,400,0,F,cancelled
21665,2941,|Parts Delivery,|Unbranded Local - Engine Shield Set Corolla 2015|Unbranded Local - Fender Shield Set Corolla 2015,PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,2200,2200,0,T,completed
21666,1472,|Oil Change (Basic Maintece)|Tappet Cover Packing Replacement|Current Coil Replacement,|Leppon - Oil Filter Honda|Leppon - Air Filter City 2009-2021|Leppon - Cabin Filter City 09-21|Ct Taiwan - Gasket - Tappet Cover Packing City 2009-2013|Kabuli Used Genuine - Current Coil City 2009-2013|Shell - Engine Oil Shell 20W-50 | 4 Litre | Hx3|Ngk-Spark Plug Old cars BKR6EYA-11,CANCELLED, Aug,NON_PREVENTIVE,19578,19578,0,F,cancelled
21667,3743,|Parts Delivery,|NTN - Front Wheel Bearing Corolla|Mk - Front Brake Pad corolla 2008-2021|MK Japan - Rear Brake Pad Corolla 2002-2008|I&R Thailand - Shock Absorber Mounting Corolla|555 Japan - Tie Rod End Corolla 2008-2020|VEGA- DX - Grease|WD-40 Lubrication - WD-40 450ml|RBI - Suspension -Lower Arm Bush Corolla 2015|RBI - Suspension - Linker Set Corolla 2015|RBI - Suspension -Balance Rod Bush Corolla 2015|Agriauto - Suspension -Front Shock Absorber Set Corolla 2015,PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,59710,59710,0,T,completed
21668,4909,|Parts Delivery,,CANCELLED, Aug,PARTS_LOGISTICS,250,250,0,F,cancelled
21669,4981,|Mechanical Diagnosis|Scanning & Error Resolution,,ORDER_COMPLETED, Aug,DIAGNOSIS,900,900,0,T,completed
21670,4909,|Parts Delivery,,CANCELLED, Aug,PARTS_LOGISTICS,250,250,0,F,cancelled
21671,4844,|Parts Delivery,|Kabuli Used Genuine - Fuse Box Freed,PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,7750,7750,0,T,completed
21672,4982,|Battery Jump Start,,ORDER_COMPLETED, Aug,EMERGENCY,750,750,0,T,completed
21673,4983,|Parts Delivery,|Kabuli Used Genuine -Front Shock Absorber L/S Aqua|Kabuli Used Genuine -Front Axle L/S Aqua|Kabuli Used Genuine -Front A Arm L/S Aqua,CANCELLED, Aug,PARTS_LOGISTICS,13750,13750,0,F,cancelled
21674,32,|Maintece & Tuning,|Shell - Engine Oil Shell 20W-50 | 4 Litre | Hx3|Guard - Oil Filter Suzuki|Guard - Air Filter Cultus Efi 2008-2017,CANCELLED, Aug,PREVENTIVE,5422,6422,200,F,cancelled
21675,4983,|Parts Delivery,|Kabuli Used Genuine - Bonnet Aqua 2012-20|Kabuli Used Genuine - Headlight RH Aqua 2012-20|Kabuli Used Genuine - Front Bumper Aqua 2012-20|Kabuli Used Genuine - Front Bumper Spacer Aqua 2012-20|Kabuli Used Genuine - Fender RH Aqua 2012-20|Kabuli Used Genuine - Bonnet Hinges Aqua 2012-20|Kabuli Used Genuine - Side Mirrors RH Aqua 2012-20|Kabuli Used Genuine - Fog Light Aqua|Kabuli Used Genuine -Power Push Switch Aqua|Kabuli Used Genuine - Fender Corner Rubber Aqua|Kabuli Used Genuine -Upper Grille Aqua|Kabuli Used Genuine -Lower Grille Aqua|Unbranded Local - Fender Shield Set Aqua,CANCELLED, Aug,PARTS_LOGISTICS,152710,152710,0,F,cancelled
21676,813,|Premium Car Wash,,CANCELLED, Aug,CAR_SPA,1200,1200,0,T,cancelled
21677,3174,|Parts Delivery,|Unbranded China - Fiber Side Skirt Set Civic 1996-2000,CANCELLED, Aug,PARTS_LOGISTICS,2950,2950,0,T,cancelled
21678,183,|Fuel Refill|Tyre Puncture Repair,,ORDER_COMPLETED, Aug,NON_PREVENTIVE,1350,1500,0,T,completed
